"state","year","month","births","time"
"louisiana","1959","nov",8008,1959-11-01
"maine","1959","nov",1822,1959-11-01
"maryland","1959","nov",5616,1959-11-01
"massachusetts","1959","nov",9044,1959-11-01
"michigan","1959","nov",15592,1959-11-01
"minnesota","1959","nov",7072,1959-11-01
"mississippi","1959","nov",5106,1959-11-01
"missouri","1959","nov",8646,1959-11-01
"montana","1959","nov",1362,1959-11-01
"nebraskaa","1959","nov",2846,1959-11-01
"nevada","1959","nov",570,1959-11-01
"new hampshire","1959","nov",1016,1959-11-01
"new jersey","1959","nov",10222,1959-11-01
"new mexico","1959","nov",2376,1959-11-01
"new york","1959","nov",28698,1959-11-01
"north carolina","1959","nov",8910,1959-11-01
"north dakota","1959","nov",1332,1959-11-01
"ohio","1959","nov",18470,1959-11-01
"oklahoma","1959","nov",4332,1959-11-01
"oregon","1959","nov",3064,1959-11-01
"pennsylvania","1959","nov",19570,1959-11-01
"rhode island","1959","nov",1550,1959-11-01
"south carolina","1959","nov",4762,1959-11-01
"south dakota","1959","nov",1442,1959-11-01
"tennessee","1959","nov",6936,1959-11-01
"texas","1959","nov",21634,1959-11-01
"utah","1959","nov",2040,1959-11-01
"vermont","1959","nov",712,1959-11-01
"virginia","1959","nov",7176,1959-11-01
"washington","1959","nov",5108,1959-11-01
"west virginia","1959","nov",3208,1959-11-01
"wisconsin","1959","nov",7878,1959-11-01
"wyoming","1959","nov",690,1959-11-01
"alabama","1959","dec",6962,1959-12-01
"alaska","1959","dec",560,1959-12-01
"arizona","1959","dec",3086,1959-12-01
"arkansas","1959","dec",3470,1959-12-01
"california","1959","dec",31174,1959-12-01
"colorado","1959","dec",3610,1959-12-01
"connecticut","1959","dec",4702,1959-12-01
"delaware","1959","dec",956,1959-12-01
"district of columbia","1959","dec",2762,1959-12-01
"florida","1959","dec",10514,1959-12-01
"georgia","1959","dec",8568,1959-12-01
"hawaii","1959","dec",NA,1959-12-01
"idaho","1959","dec",1420,1959-12-01
"illinois","1959","dec",19862,1959-12-01
"indiana","1959","dec",9244,1959-12-01
"iowa","1959","dec",5606,1959-12-01
"kansas","1959","dec",4292,1959-12-01
"kentucky","1959","dec",6310,1959-12-01
"louisiana","1959","dec",8458,1959-12-01
"maine","1959","dec",1930,1959-12-01
"maryland","1959","dec",5924,1959-12-01
"massachusetts","1959","dec",9732,1959-12-01
"michigan","1959","dec",16018,1959-12-01
"minnesota","1959","dec",7278,1959-12-01
"mississippi","1959","dec",5348,1959-12-01
"missouri","1959","dec",8698,1959-12-01
"montana","1959","dec",1486,1959-12-01
"nebraskaa","1959","dec",2928,1959-12-01
"nevada","1959","dec",632,1959-12-01
"new hampshire","1959","dec",1034,1959-12-01
"new jersey","1959","dec",10566,1959-12-01
"new mexico","1959","dec",2410,1959-12-01
"new york","1959","dec",29434,1959-12-01
"north carolina","1959","dec",9238,1959-12-01
"north dakota","1959","dec",1390,1959-12-01
"ohio","1959","dec",19360,1959-12-01
"oklahoma","1959","dec",4378,1959-12-01
"oregon","1959","dec",3000,1959-12-01
"pennsylvania","1959","dec",20270,1959-12-01
"rhode island","1959","dec",1584,1959-12-01
"south carolina","1959","dec",4974,1959-12-01
"south dakota","1959","dec",1480,1959-12-01
"tennessee","1959","dec",7082,1959-12-01
"texas","1959","dec",22334,1959-12-01
"utah","1959","dec",2030,1959-12-01
"vermont","1959","dec",712,1959-12-01
"virginia","1959","dec",7642,1959-12-01
"washington","1959","dec",5420,1959-12-01
"west virginia","1959","dec",3336,1959-12-01
"wisconsin","1959","dec",8150,1959-12-01
"wyoming","1959","dec",688,1959-12-01
"alabama","1960","jan",6822,1960-01-01
"alaska","1960","jan",626,1960-01-01
"arizona","1960","jan",2964,1960-01-01
"arkansas","1960","jan",3438,1960-01-01
"california","1960","jan",28800,1960-01-01
"colorado","1960","jan",3580,1960-01-01
"connecticut","1960","jan",4272,1960-01-01
"delaware","1960","jan",966,1960-01-01
"district of columbia","1960","jan",2694,1960-01-01
"florida","1960","jan",9680,1960-01-01
"georgia","1960","jan",8584,1960-01-01
"hawaii","1960","jan",1402,1960-01-01
"idaho","1960","jan",1372,1960-01-01
"illinois","1960","jan",19052,1960-01-01
"indiana","1960","jan",8968,1960-01-01
"iowa","1960","jan",5240,1960-01-01
"kansas","1960","jan",4052,1960-01-01
"kentucky","1960","jan",6284,1960-01-01
"louisiana","1960","jan",7984,1960-01-01
"maine","1960","jan",1776,1960-01-01
"maryland","1960","jan",5760,1960-01-01
"massachusetts","1960","jan",9134,1960-01-01
"michigan","1960","jan",15734,1960-01-01
"minnesota","1960","jan",6950,1960-01-01
"mississippi","1960","jan",5098,1960-01-01
"missouri","1960","jan",8404,1960-01-01
"montana","1960","jan",1358,1960-01-01
"nebraskaa","1960","jan",2746,1960-01-01
"nevada","1960","jan",554,1960-01-01
"new hampshire","1960","jan",1030,1960-01-01
"new jersey","1960","jan",10176,1960-01-01
"new mexico","1960","jan",2336,1960-01-01
"new york","1960","jan",28780,1960-01-01
"north carolina","1960","jan",9160,1960-01-01
"north dakota","1960","jan",1296,1960-01-01
"ohio","1960","jan",18378,1960-01-01
"oklahoma","1960","jan",4144,1960-01-01
"oregon","1960","jan",2904,1960-01-01
"pennsylvania","1960","jan",19904,1960-01-01
"rhode island","1960","jan",1536,1960-01-01
"south carolina","1960","jan",5090,1960-01-01
"south dakota","1960","jan",1454,1960-01-01
"tennessee","1960","jan",7050,1960-01-01
"texas","1960","jan",20940,1960-01-01
"utah","1960","jan",1980,1960-01-01
"vermont","1960","jan",700,1960-01-01
"virginia","1960","jan",7268,1960-01-01
"washington","1960","jan",5002,1960-01-01
"west virginia","1960","jan",3432,1960-01-01
"wisconsin","1960","jan",7880,1960-01-01
"wyoming","1960","jan",642,1960-01-01
"alabama","1960","feb",6334,1960-02-01
"alaska","1960","feb",556,1960-02-01
"arizona","1960","feb",2808,1960-02-01
"arkansas","1960","feb",3228,1960-02-01
"california","1960","feb",27942,1960-02-01
"colorado","1960","feb",3394,1960-02-01
"connecticut","1960","feb",4432,1960-02-01
"delaware","1960","feb",942,1960-02-01
"district of columbia","1960","feb",2682,1960-02-01
"florida","1960","feb",9186,1960-02-01
"georgia","1960","feb",7974,1960-02-01
"hawaii","1960","feb",1324,1960-02-01
"idaho","1960","feb",1348,1960-02-01
"illinois","1960","feb",18126,1960-02-01
"indiana","1960","feb",8718,1960-02-01
"iowa","1960","feb",4930,1960-02-01
"kansas","1960","feb",3790,1960-02-01
"kentucky","1960","feb",5866,1960-02-01
"louisiana","1960","feb",7028,1960-02-01
"maine","1960","feb",1834,1960-02-01
"maryland","1960","feb",5418,1960-02-01
"massachusetts","1960","feb",9062,1960-02-01
"michigan","1960","feb",15042,1960-02-01
"minnesota","1960","feb",6476,1960-02-01
"mississippi","1960","feb",4708,1960-02-01
"missouri","1960","feb",7824,1960-02-01
"montana","1960","feb",1258,1960-02-01
"nebraskaa","1960","feb",2624,1960-02-01
"nevada","1960","feb",546,1960-02-01
"new hampshire","1960","feb",1014,1960-02-01
"new jersey","1960","feb",9744,1960-02-01
"new mexico","1960","feb",2440,1960-02-01
"new york","1960","feb",28120,1960-02-01
"north carolina","1960","feb",8568,1960-02-01
"north dakota","1960","feb",1224,1960-02-01
"ohio","1960","feb",18010,1960-02-01
"oklahoma","1960","feb",3928,1960-02-01
"oregon","1960","feb",2828,1960-02-01
"pennsylvania","1960","feb",18988,1960-02-01
"rhode island","1960","feb",1552,1960-02-01
"south carolina","1960","feb",4820,1960-02-01
"south dakota","1960","feb",1424,1960-02-01
"tennessee","1960","feb",6614,1960-02-01
"texas","1960","feb",18892,1960-02-01
"utah","1960","feb",1950,1960-02-01
"vermont","1960","feb",694,1960-02-01
"virginia","1960","feb",7026,1960-02-01
"washington","1960","feb",5012,1960-02-01
"west virginia","1960","feb",3266,1960-02-01
"wisconsin","1960","feb",7472,1960-02-01
"wyoming","1960","feb",646,1960-02-01
"alabama","1960","mar",6668,1960-03-01
"alaska","1960","mar",618,1960-03-01
"arizona","1960","mar",2984,1960-03-01
"arkansas","1960","mar",3396,1960-03-01
"california","1960","mar",29878,1960-03-01
"colorado","1960","mar",3702,1960-03-01
"connecticut","1960","mar",4666,1960-03-01
"delaware","1960","mar",900,1960-03-01
"district of columbia","1960","mar",2616,1960-03-01
"florida","1960","mar",9050,1960-03-01
"georgia","1960","mar",8414,1960-03-01
"hawaii","1960","mar",1474,1960-03-01
"idaho","1960","mar",1354,1960-03-01
"illinois","1960","mar",19512,1960-03-01
"indiana","1960","mar",9266,1960-03-01
"iowa","1960","mar",5424,1960-03-01
"kansas","1960","mar",3908,1960-03-01
"kentucky","1960","mar",6194,1960-03-01
"louisiana","1960","mar",6948,1960-03-01
"maine","1960","mar",2050,1960-03-01
"maryland","1960","mar",5584,1960-03-01
"massachusetts","1960","mar",9868,1960-03-01
"michigan","1960","mar",16278,1960-03-01
"minnesota","1960","mar",7352,1960-03-01
"mississippi","1960","mar",5082,1960-03-01
"missouri","1960","mar",8276,1960-03-01
"montana","1960","mar",1442,1960-03-01
"nebraskaa","1960","mar",2864,1960-03-01
"nevada","1960","mar",572,1960-03-01
"new hampshire","1960","mar",1150,1960-03-01
"new jersey","1960","mar",10478,1960-03-01
"new mexico","1960","mar",2422,1960-03-01
"new york","1960","mar",30328,1960-03-01
"north carolina","1960","mar",9148,1960-03-01
"north dakota","1960","mar",1434,1960-03-01
"ohio","1960","mar",18996,1960-03-01
"oklahoma","1960","mar",3962,1960-03-01
"oregon","1960","mar",3230,1960-03-01
"pennsylvania","1960","mar",19452,1960-03-01
"rhode island","1960","mar",1666,1960-03-01
"south carolina","1960","mar",5050,1960-03-01
"south dakota","1960","mar",1432,1960-03-01
"tennessee","1960","mar",7076,1960-03-01
"texas","1960","mar",19454,1960-03-01
"utah","1960","mar",2354,1960-03-01
"vermont","1960","mar",772,1960-03-01
"virginia","1960","mar",7248,1960-03-01
"washington","1960","mar",5560,1960-03-01
"west virginia","1960","mar",3358,1960-03-01
"wisconsin","1960","mar",8344,1960-03-01
"wyoming","1960","mar",664,1960-03-01
"alabama","1960","apr",5792,1960-04-01
"alaska","1960","apr",574,1960-04-01
"arizona","1960","apr",2638,1960-04-01
"arkansas","1960","apr",3042,1960-04-01
"california","1960","apr",28826,1960-04-01
"colorado","1960","apr",3670,1960-04-01
"connecticut","1960","apr",4446,1960-04-01
"delaware","1960","apr",884,1960-04-01
"district of columbia","1960","apr",2446,1960-04-01
"florida","1960","apr",8004,1960-04-01
"georgia","1960","apr",7516,1960-04-01
"hawaii","1960","apr",1318,1960-04-01
"idaho","1960","apr",1384,1960-04-01
"illinois","1960","apr",18320,1960-04-01
"indiana","1960","apr",8668,1960-04-01
"iowa","1960","apr",5050,1960-04-01
"kansas","1960","apr",3864,1960-04-01
"kentucky","1960","apr",5620,1960-04-01
"louisiana","1960","apr",6004,1960-04-01
"maine","1960","apr",1902,1960-04-01
"maryland","1960","apr",5046,1960-04-01
"massachusetts","1960","apr",9384,1960-04-01
"michigan","1960","apr",15412,1960-04-01
"minnesota","1960","apr",7016,1960-04-01
"mississippi","1960","apr",4510,1960-04-01
"missouri","1960","apr",7776,1960-04-01
"montana","1960","apr",1438,1960-04-01
"nebraskaa","1960","apr",2542,1960-04-01
"nevada","1960","apr",592,1960-04-01
"new hampshire","1960","apr",1036,1960-04-01
"new jersey","1960","apr",9982,1960-04-01
"new mexico","1960","apr",2354,1960-04-01
"new york","1960","apr",28680,1960-04-01
"north carolina","1960","apr",8252,1960-04-01
"north dakota","1960","apr",1306,1960-04-01
"ohio","1960","apr",17694,1960-04-01
"oklahoma","1960","apr",3746,1960-04-01
"oregon","1960","apr",3016,1960-04-01
"pennsylvania","1960","apr",18802,1960-04-01
"rhode island","1960","apr",1460,1960-04-01
"south carolina","1960","apr",4356,1960-04-01
"south dakota","1960","apr",1366,1960-04-01
"tennessee","1960","apr",6406,1960-04-01
"texas","1960","apr",18250,1960-04-01
"utah","1960","apr",2178,1960-04-01
"vermont","1960","apr",696,1960-04-01
"virginia","1960","apr",6640,1960-04-01
"washington","1960","apr",5430,1960-04-01
"west virginia","1960","apr",3158,1960-04-01
"wisconsin","1960","apr",8024,1960-04-01
"wyoming","1960","apr",686,1960-04-01
"alabama","1960","may",5856,1960-05-01
"alaska","1960","may",658,1960-05-01
"arizona","1960","may",2776,1960-05-01
"arkansas","1960","may",2928,1960-05-01
"california","1960","may",30582,1960-05-01
"colorado","1960","may",3840,1960-05-01
"connecticut","1960","may",4402,1960-05-01
"delaware","1960","may",912,1960-05-01
"district of columbia","1960","may",2588,1960-05-01
"florida","1960","may",8392,1960-05-01
"georgia","1960","may",7590,1960-05-01
"hawaii","1960","may",1408,1960-05-01
"idaho","1960","may",1506,1960-05-01
"illinois","1960","may",18260,1960-05-01
"indiana","1960","may",8626,1960-05-01
"iowa","1960","may",4894,1960-05-01
"kansas","1960","may",3678,1960-05-01
"kentucky","1960","may",5570,1960-05-01
"louisiana","1960","may",6096,1960-05-01
"maine","1960","may",1940,1960-05-01
"maryland","1960","may",5076,1960-05-01
"massachusetts","1960","may",9366,1960-05-01
"michigan","1960","may",15680,1960-05-01
"minnesota","1960","may",7192,1960-05-01
"mississippi","1960","may",4220,1960-05-01
"missouri","1960","may",7704,1960-05-01
"montana","1960","may",1470,1960-05-01
"nebraskaa","1960","may",2624,1960-05-01
"nevada","1960","may",600,1960-05-01
"new hampshire","1960","may",1064,1960-05-01
"new jersey","1960","may",9942,1960-05-01
"new mexico","1960","may",2480,1960-05-01
"new york","1960","may",29176,1960-05-01
"north carolina","1960","may",8488,1960-05-01
"north dakota","1960","may",1384,1960-05-01
"ohio","1960","may",18142,1960-05-01
"oklahoma","1960","may",3836,1960-05-01
"oregon","1960","may",3238,1960-05-01
"pennsylvania","1960","may",18914,1960-05-01
"rhode island","1960","may",1498,1960-05-01
"south carolina","1960","may",4552,1960-05-01
"south dakota","1960","may",1458,1960-05-01
"tennessee","1960","may",6276,1960-05-01
"texas","1960","may",18542,1960-05-01
"utah","1960","may",2390,1960-05-01
"vermont","1960","may",798,1960-05-01
"virginia","1960","may",6912,1960-05-01
"washington","1960","may",5672,1960-05-01
"west virginia","1960","may",3180,1960-05-01
"wisconsin","1960","may",8032,1960-05-01
"wyoming","1960","may",712,1960-05-01
"alabama","1960","jun",6098,1960-06-01
"alaska","1960","jun",676,1960-06-01
"arizona","1960","jun",2808,1960-06-01
"arkansas","1960","jun",3248,1960-06-01
"california","1960","jun",30252,1960-06-01
"colorado","1960","jun",3788,1960-06-01
"connecticut","1960","jun",4348,1960-06-01
"delaware","1960","jun",834,1960-06-01
"district of columbia","1960","jun",2648,1960-06-01
"florida","1960","jun",8166,1960-06-01
"georgia","1960","jun",7632,1960-06-01
"hawaii","1960","jun",1336,1960-06-01
"idaho","1960","jun",1498,1960-06-01
"illinois","1960","jun",18092,1960-06-01
"indiana","1960","jun",8622,1960-06-01
"iowa","1960","jun",4948,1960-06-01
"kansas","1960","jun",3854,1960-06-01
"kentucky","1960","jun",5744,1960-06-01
"louisiana","1960","jun",6362,1960-06-01
"maine","1960","jun",1932,1960-06-01
"maryland","1960","jun",5456,1960-06-01
"massachusetts","1960","jun",9372,1960-06-01
"michigan","1960","jun",15140,1960-06-01
"minnesota","1960","jun",7078,1960-06-01
"mississippi","1960","jun",4550,1960-06-01
"missouri","1960","jun",7946,1960-06-01
"montana","1960","jun",1444,1960-06-01
"nebraskaa","1960","jun",2770,1960-06-01
"nevada","1960","jun",620,1960-06-01
"new hampshire","1960","jun",1042,1960-06-01
"new jersey","1960","jun",9886,1960-06-01
"new mexico","1960","jun",2378,1960-06-01
"new york","1960","jun",28386,1960-06-01
"north carolina","1960","jun",8474,1960-06-01
"north dakota","1960","jun",1362,1960-06-01
"ohio","1960","jun",17664,1960-06-01
"oklahoma","1960","jun",3906,1960-06-01
"oregon","1960","jun",3366,1960-06-01
"pennsylvania","1960","jun",19102,1960-06-01
"rhode island","1960","jun",1498,1960-06-01
"south carolina","1960","jun",4446,1960-06-01
"south dakota","1960","jun",1402,1960-06-01
"tennessee","1960","jun",6470,1960-06-01
"texas","1960","jun",18866,1960-06-01
"utah","1960","jun",2316,1960-06-01
"vermont","1960","jun",752,1960-06-01
"virginia","1960","jun",6978,1960-06-01
"washington","1960","jun",5686,1960-06-01
"west virginia","1960","jun",3098,1960-06-01
"wisconsin","1960","jun",7712,1960-06-01
"wyoming","1960","jun",676,1960-06-01
"alabama","1960","july",7120,1960-07-01
"alaska","1960","july",638,1960-07-01
"arizona","1960","july",3172,1960-07-01
"arkansas","1960","july",3734,1960-07-01
"california","1960","july",32962,1960-07-01
"colorado","1960","july",4000,1960-07-01
"connecticut","1960","july",4810,1960-07-01
"delaware","1960","july",970,1960-07-01
"district of columbia","1960","july",3080,1960-07-01
"florida","1960","july",8876,1960-07-01
"georgia","1960","july",9046,1960-07-01
"hawaii","1960","july",1406,1960-07-01
"idaho","1960","july",1550,1960-07-01
"illinois","1960","july",21080,1960-07-01
"indiana","1960","july",10072,1960-07-01
"iowa","1960","july",5890,1960-07-01
"kansas","1960","july",4548,1960-07-01
"kentucky","1960","july",6474,1960-07-01
"louisiana","1960","july",7496,1960-07-01
"maine","1960","july",2068,1960-07-01
"maryland","1960","july",5868,1960-07-01
"massachusetts","1960","july",10034,1960-07-01
"michigan","1960","july",16908,1960-07-01
"minnesota","1960","july",7948,1960-07-01
"mississippi","1960","july",5270,1960-07-01
"missouri","1960","july",9256,1960-07-01
"montana","1960","july",1618,1960-07-01
"nebraskaa","1960","july",3096,1960-07-01
